0,1,2,3,4,5
,,,,,
,,,,,
,,,,0.4835164835164836,
,,,0.46456692913385833,0.4835164835164836,0.3846153846153846
,,0.5500000000000007,0.46456692913385833,,
0.54,,,,0.4835164835164836,
0.54,,0.5500000000000007,0.46456692913385833,,
0.54,,,0.09055118110236227,,0.46153846153846156
,,0.5500000000000007,,,
0.54,0.5,,,,
,,0.5500000000000007,,0.03296703296703285,
0.54,,,1.0,,
,0.5,,1.0,,
,,,,0.8791208791208791,0.23076923076923084
0.54,,,,,
,,,,,
,,0.9500000000000002,,0.8791208791208791,
,,,0.44881889763779537,,
,,,0.4527559055118111,,
0.52,,,,,
,,,0.4527559055118111,,
,0.6285714285714281,,0.4527559055118111,0.03296703296703285,0.8461538461538463
0.52,,,,,
,,0.0,,,0.6923076923076921
0.54,,1.0,,,0.07692307692307687
,,,0.8425196850393704,,
,0.45714285714285907,,,,
,,1.0,0.8425196850393704,,
,,,,0.6483516483516483,0.15384615384615374
0.52,0.7857142857142865,0.5500000000000007,,,
0.52,,,0.405511811023622,,
,0.7857142857142865,0.5500000000000007,0.405511811023622,,
,0.22857142857142954,,,0.37362637362637363,0.07692307692307687
,,,,0.37362637362637363,0.3076923076923077
0.5599999999999999,,,,,0.5384615384615383
,,,0.5196850393700787,,
,,,,,
,,,0.5196850393700787,,
,,0.5374999999999996,,0.4615384615384617,
,,,0.46456692913385833,0.4615384615384617,0.23076923076923084
1.0,,,,,0.9230769230769229
,,,0.46456692913385833,,
,0.5,0.5374999999999996,,,0.0
0.0,,,,0.4615384615384617,
0.0,0.5,,,0.4615384615384617,
,,,0.46456692913385833,,
,,,0.46456692913385833,,
,0.5,,,,
,0.5,,,0.8571428571428568,
,,,,0.8571428571428568,
1.0,,,0.4448818897637796,,
,0.5,,,,
,,,,0.8571428571428568,
0.54,0.0,,,,
0.54,,,,,
0.54,,,,,
,,0.5250000000000004,0.34251968503937014,,
0.54,,,,,
,0.0,,0.34251968503937014,,
,,,0.34251968503937014,,0.7692307692307692
,,,,,
,,,,,
,,,0.0,,
,,,,,0.6923076923076921
0.54,,0.0,,,
,1.0,0.5500000000000007,,,
1.0,,,,,
,,0.5500000000000007,,0.4615384615384617,
,,,,,
,,,0.5629921259842521,0.4615384615384617,0.6923076923076921
,,0.5500000000000007,0.5629921259842521,0.4615384615384617,0.8461538461538463
,,,,,
,,,0.5629921259842521,,
0.0,,,,,
,,,,0.4615384615384617,
,,,,,
,,0.5500000000000007,0.3700787401574803,,
1.0,,,,0.4615384615384617,
,,,0.3700787401574803,,
0.0,,,0.3700787401574803,,0.15384615384615374
,,,,0.4615384615384617,
0.0,,0.5500000000000007,,,
0.0,,0.5500000000000007,,,
0.0,,,,,
,1.0,0.9500000000000002,,0.8571428571428568,
0.54,,,0.5590551181102366,0.0,
,,,,,
,,0.0,,0.0,
,,,,,
,,,0.5590551181102366,,0.9230769230769229
,1.0,,,0.0,1.0
