0,1,2,3,4,5
,,0.5500000000000007,0.46456692913385833,,
,,,0.46456692913385833,0.4835164835164836,
0.54,,,,,0.46153846153846156
,0.5428571428571427,0.5500000000000007,0.46456692913385833,,
0.54,,,,,
,0.5428571428571427,,0.46456692913385833,0.4835164835164836,0.6923076923076921
,,,,0.4835164835164836,
,0.5428571428571427,0.5500000000000007,,,1.0
,,,0.09055118110236227,,0.0
,,,,1.0,0.07692307692307687
,,0.5500000000000007,,1.0,0.46153846153846156
,0.5571428571428569,,0.09055118110236227,,
0.54,,,,,
0.54,,0.5500000000000007,1.0,0.03296703296703285,
0.54,0.48571428571428577,0.9500000000000002,,,
,,,,,
,,,,0.8791208791208791,
,,,,0.8791208791208791,
,0.6285714285714281,0.025000000000000355,,0.03296703296703285,
,,,,,
0.52,,,0.4527559055118111,,
,0.5428571428571427,0.0,,0.4615384615384617,
,,,,0.4615384615384617,
,0.5428571428571427,,,,0.5384615384615383
,,,,,
0.54,,,,,
,0.45714285714285907,,,0.4835164835164836,0.3076923076923077
0.54,,,0.8425196850393704,,
,,0.5500000000000007,,,
0.52,,0.5500000000000007,,0.6483516483516483,0.15384615384615374
,0.7857142857142865,,,0.6483516483516483,
0.52,,,0.405511811023622,,0.7692307692307692
,,,,0.6483516483516483,
,,,,,
,0.22857142857142954,,,,0.23076923076923084
,,,0.5196850393700787,,
1.0,,,0.46456692913385833,,
,0.5,,0.46456692913385833,,0.23076923076923084
,,,,,
,,,,,
,,,,,
,0.5,,0.46456692913385833,,
0.0,,,,,0.5384615384615383
0.0,,,0.46456692913385833,,
,,,,0.4615384615384617,0.9230769230769229
,0.5,0.9500000000000002,,,
,0.5,,0.4448818897637796,,0.15384615384615374
,,,0.4448818897637796,,
,0.5,,,,
1.0,,,0.4448818897637796,,0.6923076923076921
,,,,,0.9230769230769229
,,,,0.8571428571428568,
,,,,,0.7692307692307692
,,,0.4448818897637796,,
,,,,,
0.54,,0.9625000000000012,,0.8571428571428568,0.3846153846153846
,,0.9625000000000012,0.3464566929133859,,0.6153846153846154
,0.0,,,0.8571428571428568,0.9230769230769229
,,0.9625000000000012,0.3464566929133859,,
,,,0.34251968503937014,,0.0
,0.0,,,,
0.54,,,,,
,,,,,0.9230769230769229
,,,0.34251968503937014,,
,,,,0.4615384615384617,0.5384615384615383
,,0.0,,,
1.0,,,,,
1.0,,,,,
,,,,,
0.0,1.0,,0.5629921259842521,0.4615384615384617,
,1.0,,,,
,,,,,
,,,,,0.3076923076923077
,,,,,0.3846153846153846
,,0.5500000000000007,0.3700787401574803,,0.6153846153846154
,0.0,0.5500000000000007,,0.4615384615384617,0.6923076923076921
,,,,,
,0.0,0.5500000000000007,,,
,,,,0.4615384615384617,
,,,,0.4615384615384617,
,,,,0.4615384615384617,1.0
0.54,,0.9500000000000002,0.5354330708661417,,0.0
,,,,,0.5384615384615383
,1.0,,,,
0.54,,,,,
,1.0,0.9500000000000002,0.5354330708661417,,
,,0.9500000000000002,,0.8571428571428568,
,,,,,
,1.0,,,,
0.54,,,,0.0,
